file,face,valence,arousal,expression,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
bdvxomgy_0,0,0.0,0.0,0,0.34986576437950134,0.31334540247917175,0.2115684598684311,0.3468821346759796,0.11363647133111954,1.0,0.27126407623291016,0.18047019839286804,1.0,0.05277704820036888,0.6477854251861572,0.79180508852005,0.4506131112575531,0.0,0.5143811702728271,0.5857252478599548,0.08920711278915405,0.038397837430238724,0.2880800664424896,0.1557900309562683
behynpaa_0,0,0.0,0.0,0,0.34628722071647644,0.22423884272575378,0.286496639251709,0.32095324993133545,0.19804900884628296,1.0,0.3443676829338074,0.00989334937185049,0.0,0.21078811585903168,0.18058723211288452,0.22225429117679596,0.4778348207473755,0.0,0.4112210273742676,0.5054866671562195,0.1006760224699974,0.08110710978507996,0.42380931973457336,0.15386702120304108
berwworh_0,0,-0.1,-0.1,0,0.5087475776672363,0.4356234073638916,0.09126181900501251,0.4183454215526581,0.16918238997459412,0.0,0.12261176109313965,0.00489481957629323,1.0,0.039641570299863815,0.3457426428794861,0.34560179710388184,0.47316789627075195,0.0,0.36277031898498535,0.7088704109191895,0.006829599849879742,0.08567989617586136,0.36802276968955994,0.0498601458966732
bgasdkmy_0,0,0.0,0.0,0,0.3705064058303833,0.31155282258987427,0.3908664286136627,0.3496679365634918,0.23723889887332916,1.0,0.3561398684978485,0.6525693535804749,1.0,0.2352222055196762,0.30056995153427124,0.30175670981407166,0.34897667169570923,0.0,0.3033754527568817,0.489061564207077,0.7177324891090393,0.19476793706417084,0.03655444085597992,0.19516873359680176
bgylubjt_0,0,0.0,0.0,0,0.3311433494091034,0.19649888575077057,0.43168818950653076,0.28059542179107666,0.23606063425540924,1.0,0.3788819909095764,0.1883438229560852,1.0,0.11896596103906631,0.35182374715805054,0.1930558681488037,0.4689880907535553,0.0,0.3821982145309448,0.49752572178840637,0.016944244503974915,0.1968710571527481,0.42589083313941956,0.4521610140800476
bgyosaes_0,0,0.0,0.0,0,0.2845747470855713,0.155910924077034,0.3151521384716034,0.2725858986377716,0.5551445484161377,0.0,0.4768844246864319,0.9355206489562988,0.0,0.6201486587524414,0.5611745715141296,0.6700090169906616,0.5810599327087402,0.0,0.3078964948654175,0.6409639716148376,0.5724759697914124,0.15162767469882965,0.16246521472930908,0.3997761607170105
bjjtiumb_0,0,-0.1,0.0,0,0.36839908361434937,0.24254244565963745,0.4970012605190277,0.2686980068683624,0.4650660753250122,0.0,0.5567501783370972,0.7098274827003479,0.0,0.43542519211769104,0.5437833070755005,0.5098214149475098,0.4880322515964508,0.0,0.4162870943546295,0.7803951501846313,0.007943947799503803,0.06658736616373062,0.2955269515514374,0.2070530354976654
bljnviuo_0,0,0.0,0.0,0,0.3451140820980072,0.350024938583374,0.5620338916778564,0.28500649333000183,0.5854372978210449,1.0,0.7443183660507202,0.818631649017334,1.0,0.6108663082122803,0.7688993215560913,0.2944980561733246,0.501596212387085,0.0,0.6321227550506592,0.535132646560669,0.006237323861569166,0.18021397292613983,0.5155775547027588,0.23911970853805542
bnvvubew_0,0,0.0,0.0,0,0.26205867528915405,0.3932894766330719,0.3419594466686249,0.4030252993106842,0.7412192225456238,1.0,0.6004601120948792,0.0021301584783941507,0.0,0.8129538893699646,0.3184148669242859,0.15105922520160675,0.5505515336990356,1.0,0.5456601977348328,0.4681980013847351,0.1651882529258728,0.03777114301919937,0.28490734100341797,0.569512665271759
bpumwnjf_0,0,-0.2,-0.1,0,0.2636626660823822,0.06694318354129791,0.45162567496299744,0.5447790622711182,0.10013824701309204,0.0,0.1945529729127884,0.13373424112796783,1.0,0.05796216428279877,0.6278166770935059,0.19356505572795868,0.4316036105155945,0.0,0.5013080835342407,0.6306344270706177,0.01625482179224491,0.10717437416315079,0.12829148769378662,0.026775021106004715
bwyrfppo_0,0,-0.1,0.2,0,0.6128721833229065,0.3016051650047302,0.17782573401927948,0.6131535768508911,0.08420630544424057,0.0,0.15333802998065948,0.02523522824048996,0.0,0.042741674929857254,0.5222348570823669,0.616061806678772,0.4271467328071594,0.0,0.6694471836090088,0.2528619170188904,0.72666996717453,0.3092847466468811,0.05883687734603882,0.08649705350399017
bxzfbuml_0,0,0.0,0.0,0,0.30543753504753113,0.20486098527908325,0.24668852984905243,0.32370737195014954,0.7624853849411011,0.0,0.5085217356681824,0.1026708111166954,1.0,0.8812583088874817,0.8001669049263,0.3036231994628906,0.5794718265533447,0.0,0.40062713623046875,0.41482558846473694,0.04978377744555473,0.04205319657921791,0.06884927302598953,0.07199510186910629
bypytvsi_0,0,0.0,0.0,0,0.31987708806991577,0.3582453727722168,0.0946003794670105,0.4478538930416107,0.21818210184574127,0.0,0.24541698396205902,0.00814090296626091,0.0,0.1161804273724556,0.15319237112998962,0.08113528043031693,0.49035441875457764,0.0,0.5917559266090393,0.39655745029449463,0.07461487501859665,0.159007728099823,0.1602674424648285,0.13655181229114532
canuknmw_0,0,0.0,0.2,0,0.24914930760860443,0.2706548571586609,0.2947845458984375,0.32774287462234497,0.26002237200737,0.0,0.31899356842041016,0.2986997067928314,1.0,0.21660380065441132,0.19620923697948456,0.2554512321949005,0.486940860748291,0.0,0.8181639313697815,0.3163031339645386,0.4212646782398224,0.18930284678936005,0.1216437891125679,0.22080066800117493
caryzxsf_0,0,0.0,0.0,0,0.5094336867332458,0.39808833599090576,0.37617313861846924,0.3517489731311798,0.1884828507900238,1.0,0.326445996761322,0.6809507608413696,0.0,0.25714460015296936,0.26767611503601074,0.26440271735191345,0.43808484077453613,0.0,0.6817477345466614,0.6835250854492188,0.2869580388069153,0.09622093290090561,0.14909571409225464,0.23414656519889832
cbiznkhq_0,0,0.0,0.0,0,0.30919599533081055,0.2365843951702118,0.7810823917388916,0.2484639436006546,0.1982901692390442,0.0,0.39749589562416077,0.09583180397748947,0.0,0.20394808053970337,0.2809920012950897,0.07348957657814026,0.531118631362915,0.0,0.4984085261821747,0.40004196763038635,0.1033622995018959,0.1180855929851532,0.3799012303352356,0.37943777441978455
cboverep_0,0,0.0,0.0,0,0.3695662021636963,0.24686415493488312,0.3352080285549164,0.45821791887283325,0.18776318430900574,0.0,0.3304208815097809,0.22791974246501923,0.0,0.18984797596931458,0.3984258770942688,0.4050610363483429,0.5000246167182922,0.0,0.5008906126022339,0.38873782753944397,0.016896605491638184,0.11667442321777344,0.0677599087357521,0.0962807685136795
cbyonfwe_0,0,-0.1,0.0,0,0.29819250106811523,0.1827715039253235,0.30140674114227295,0.3207267224788666,0.11797577142715454,1.0,0.2536158263683319,0.3435995578765869,1.0,0.061243489384651184,0.5578520894050598,0.5178221464157104,0.4104328155517578,0.0,0.34503409266471863,0.47776341438293457,0.06526670604944229,0.11307627707719803,0.2581859827041626,0.12088320404291153
ccmhzofw_0,0,0.1,0.1,0,0.23577530682086945,0.29559648036956787,0.3813326358795166,0.25979384779930115,0.3391802906990051,0.0,0.3278035819530487,0.03876636549830437,1.0,0.09650415182113647,0.5619301795959473,0.18611527979373932,0.4302462339401245,0.0,0.4268612563610077,0.5652709007263184,0.06571652740240097,0.14986294507980347,0.3150867223739624,0.4623418152332306
cdjydsnd_0,0,0.0,-0.1,0,0.3385985195636749,0.3540583550930023,0.3072003126144409,0.39514464139938354,0.15273496508598328,0.0,0.281745970249176,0.5028854012489319,1.0,0.0985444039106369,0.3811536133289337,0.6511001586914062,0.5077198147773743,0.0,0.3996208608150482,0.5502496957778931,0.014046399854123592,0.2065892219543457,0.24231953918933868,0.13395032286643982
cfsfqygd_0,0,0.0,-0.1,0,0.4154953956604004,0.23894888162612915,0.33881834149360657,0.3387492597103119,0.1952761858701706,0.0,0.3945942521095276,0.27901390194892883,0.0,0.13185447454452515,0.09047537297010422,0.4100204408168793,0.5393649935722351,0.0,0.4777909517288208,0.20573939383029938,0.13208356499671936,0.05837069824337959,0.5036754012107849,0.22561389207839966
chuefacu_0,0,-0.2,-0.1,0,0.3202032148838043,0.16679368913173676,0.4227108955383301,0.2609173059463501,0.20930036902427673,0.0,0.37289193272590637,0.20115229487419128,1.0,0.19122622907161713,0.4009712040424347,0.3391565680503845,0.48519667983055115,0.0,0.24336577951908112,0.5104323029518127,0.07790572196245193,0.17080959677696228,0.5020643472671509,0.11499042809009552
cidxjhbm_0,0,0.0,0.2,0,0.50875324010849,0.3954354524612427,0.1209319606423378,0.3458612263202667,0.5140579342842102,1.0,0.32392629981040955,0.005747354589402676,0.0,0.28405115008354187,0.42589643597602844,0.21180211007595062,0.5382999181747437,0.0,0.5654529929161072,0.3653883635997772,0.17318576574325562,0.28136104345321655,0.29989394545555115,0.4336819648742676
ciggeafk_0,0,0.0,0.0,0,0.2768248915672302,0.2144523411989212,0.13505110144615173,0.4442313015460968,0.20966127514839172,0.0,0.22174200415611267,0.022990765050053596,0.0,0.19288386404514313,0.46979621052742004,0.21977391839027405,0.3947593569755554,0.0,0.4492356479167938,0.4122388958930969,0.22562511265277863,0.0580926276743412,0.06665970385074615,0.09435293078422546
cnrjborx_0,0,0.0,0.0,0,0.24773572385311127,0.17096565663814545,0.11956031620502472,0.31316283345222473,0.32778701186180115,1.0,0.4210525155067444,0.0005721017369069159,0.0,0.43531063199043274,0.3736332654953003,0.1325649917125702,0.4546547830104828,0.0,0.5621771216392517,0.22989259660243988,0.35191720724105835,0.061002217233181,0.24361863732337952,0.4107721745967865
comhblru_0,0,0.0,0.0,0,0.20950360596179962,0.16478979587554932,0.1939707249403,0.29045912623405457,0.32543477416038513,0.0,0.36357465386390686,0.0034984759986400604,0.0,0.06516090035438538,0.283360093832016,0.08268342167139053,0.526797354221344,0.0,0.3831949234008789,0.22185538709163666,0.011593646369874477,0.07979115098714828,0.2157391607761383,0.14016938209533691
cvlwwwbq_0,0,0.0,0.0,0,0.2769111692905426,0.23749426007270813,0.39472147822380066,0.24680018424987793,0.49066540598869324,0.0,0.3841438591480255,0.24702182412147522,0.0,0.5218690037727356,0.7603065967559814,0.29707491397857666,0.5588096380233765,1.0,0.5348811149597168,0.5748061537742615,0.005415589548647404,0.09093959629535675,0.5950922966003418,0.3262491524219513
cyowdqxk_0,0,-0.1,-0.1,0,0.4052466154098511,0.33322322368621826,0.2567552626132965,0.3295883238315582,0.5112802386283875,1.0,0.48518994450569153,0.191388800740242,0.0,0.47200751304626465,0.5809811353683472,0.3788897395133972,0.48178333044052124,0.0,0.4368652105331421,0.6756032705307007,0.1679055392742157,0.20214760303497314,0.3463868200778961,0.08952204883098602
dcondmli_0,0,0.0,0.0,0,0.5673567652702332,0.5112568140029907,0.2621857523918152,0.5086963176727295,0.08381307870149612,1.0,0.31723514199256897,0.003125020768493414,1.0,0.07734300196170807,0.3219096064567566,0.5521469712257385,0.3867052495479584,0.0,0.3834114372730255,0.32113590836524963,0.031070556491613388,0.14911657571792603,0.21853847801685333,0.19259005784988403
dcucvrzp_0,0,0.0,0.0,0,0.182285875082016,0.1656874567270279,0.48627448081970215,0.26723065972328186,0.5305585265159607,1.0,0.4430253505706787,0.05919240042567253,0.0,0.4940789043903351,0.46923375129699707,0.08573607355356216,0.47525230050086975,0.0,0.42464160919189453,0.6667490005493164,0.01695641689002514,0.08354312181472778,0.4644213020801544,0.43020665645599365
dfihbufr_0,0,0.0,0.0,0,0.31580859422683716,0.23137331008911133,0.2179194688796997,0.46714600920677185,0.26203882694244385,1.0,0.36134281754493713,0.01636795699596405,0.0,0.12766174972057343,0.27672216296195984,0.33012476563453674,0.5621927380561829,0.0,0.5477198958396912,0.6428312063217163,0.05757138878107071,0.05552133917808533,0.11643216758966446,0.0700138658285141
dgekzbfb_0,0,0.0,0.0,0,0.3487131893634796,0.24958281219005585,0.2966455817222595,0.2958882749080658,0.5715844035148621,0.0,0.5329567193984985,0.09164579212665558,0.0,0.6943966746330261,0.719449520111084,0.3666048049926758,0.5012861490249634,0.0,0.7076315879821777,0.3466717600822449,0.7028439044952393,0.08472205698490143,0.1901939958333969,0.6366404891014099
doaoiovv_0,0,0.0,0.0,0,0.2980216443538666,0.16572940349578857,0.22719191014766693,0.2744722068309784,0.37527039647102356,0.0,0.36465388536453247,0.004231949336826801,0.0,0.2644164264202118,0.22046947479248047,0.27218887209892273,0.5394717454910278,0.0,0.3560304343700409,0.2997674345970154,0.09643218666315079,0.0311271995306015,0.22627504169940948,0.19268015027046204
dsarlarv_0,0,0.0,-0.1,0,0.2960328757762909,0.3171597123146057,0.8901325464248657,0.24392743408679962,0.4778853952884674,1.0,0.4848008453845978,0.010193511843681335,1.0,0.6305431723594666,0.5707025527954102,0.5672619342803955,0.5365337133407593,0.0,0.4684358239173889,0.6405183672904968,0.27496543526649475,0.038099925965070724,0.2503353953361511,0.5823845863342285
duiywdfy_0,0,0.0,0.0,0,0.4619019031524658,0.3629084825515747,0.28498393297195435,0.45449674129486084,0.08061543852090836,0.0,0.2624067962169647,0.021144887432456017,0.0,0.14694184064865112,0.13556407392024994,0.4337366819381714,0.4941760003566742,0.0,0.6925514340400696,0.5542514324188232,0.03362493962049484,0.1306888312101364,0.11548011749982834,0.10673979669809341
dvchmzaq_0,0,0.0,0.0,0,0.3825874626636505,0.19313383102416992,0.30790314078330994,0.3170592486858368,0.5402681827545166,0.0,0.3938058614730835,0.32060956954956055,1.0,0.5698654651641846,0.5818065404891968,0.10532881319522858,0.40396788716316223,0.0,0.4616275429725647,0.33757904171943665,0.1518438160419464,0.06869501620531082,0.2927512228488922,0.30301594734191895
dyqfbdyq_0,0,0.0,0.0,0,0.487291157245636,0.33630895614624023,0.42378419637680054,0.3797939419746399,0.18547235429286957,0.0,0.45433205366134644,0.003288429928943515,0.0,0.23787561058998108,0.3304975628852844,0.09718447178602219,0.3761198818683624,0.0,0.3120724856853485,0.19064444303512573,0.11459311097860336,0.04519334435462952,0.1400875598192215,0.19434469938278198
dzpmcurw_0,0,0.0,0.1,0,0.29832857847213745,0.318507581949234,0.25422120094299316,0.32022690773010254,0.413589209318161,0.0,0.4049074351787567,0.0008177442359738052,0.0,0.2538602948188782,0.542860746383667,0.1895727664232254,0.5733855962753296,1.0,0.6537195444107056,0.5210738182067871,0.023242997005581856,0.07407791167497635,0.31905806064605713,0.7066919803619385
ebmnxzgq_0,0,0.0,0.0,0,0.5050693154335022,0.3025074899196625,0.3627120852470398,0.3844635784626007,0.4361144006252289,0.0,0.5787856578826904,0.0013718504924327135,1.0,0.3215758502483368,0.5839803814888,0.22863039374351501,0.4530576169490814,0.0,0.33623018860816956,0.4828442633152008,0.2436417192220688,0.05290761962532997,0.5865174531936646,0.21722398698329926
edsleblb_0,0,0.0,0.0,0,0.5665228962898254,0.41884419322013855,0.3446205258369446,0.3285589814186096,0.06205511838197708,0.0,0.27960529923439026,0.12634429335594177,1.0,0.08038975298404694,0.1921664923429489,0.18268761038780212,0.3226949870586395,0.0,0.5587937831878662,0.18866726756095886,0.4583096206188202,0.173714742064476,0.4561575651168823,0.2365192174911499
eljxxegl_0,0,0.0,0.0,0,0.3915030062198639,0.2954050600528717,0.11838356405496597,0.3384132385253906,0.3531660735607147,1.0,0.34960341453552246,0.11568840593099594,0.0,0.3355464041233063,0.3521793782711029,0.06553302705287933,0.5480831861495972,0.0,0.44058313965797424,0.23820888996124268,0.5599201321601868,0.271865576505661,0.27686482667922974,0.579137921333313
elxpckqo_0,0,-0.1,0.2,0,0.3795986473560333,0.15264134109020233,0.3031642735004425,0.3113613426685333,0.19738376140594482,1.0,0.32640063762664795,0.13505391776561737,0.0,0.1664537787437439,0.16551077365875244,0.15569299459457397,0.39959821105003357,0.0,0.693927526473999,0.24986262619495392,0.8403853178024292,0.2843649983406067,0.18547716736793518,0.38827231526374817
emdagynn_0,0,0.0,0.0,0,0.5813115239143372,0.27805328369140625,0.3754850924015045,0.32208994030952454,0.13932594656944275,0.0,0.10691134631633759,0.03428201004862785,0.0,0.04337083175778389,0.2272079437971115,0.3874785304069519,0.5953841805458069,0.0,0.4953771233558655,0.5926867723464966,0.15826724469661713,0.14976546168327332,0.1504911631345749,0.05991614982485771
enstpxcn_0,0,0.0,0.0,0,0.4939773678779602,0.2968460023403168,0.39422979950904846,0.6504968404769897,0.1235133707523346,0.0,0.19441644847393036,0.17272058129310608,1.0,0.19454479217529297,0.4818318784236908,0.2657261788845062,0.4676220417022705,0.0,0.5410197377204895,0.45446670055389404,0.0589759424328804,0.4411793053150177,0.06037956848740578,0.1953493058681488
eoizyatr_0,0,0.0,0.0,0,0.30941903591156006,0.2483099400997162,0.538355827331543,0.32134199142456055,0.32371050119400024,1.0,0.41186776757240295,0.7805231213569641,1.0,0.4355231523513794,0.8895297646522522,0.320602685213089,0.4204791486263275,1.0,0.42781418561935425,0.6131590008735657,0.007662998512387276,0.09887593239545822,0.4670337438583374,0.06801003962755203
ervzlnaf_0,0,0.0,0.0,0,0.5258733034133911,0.12671492993831635,0.16456001996994019,0.3398728370666504,0.15048833191394806,0.0,0.2969549000263214,0.009408331476151943,0.0,0.32160454988479614,0.39309239387512207,0.12191151082515717,0.40188443660736084,0.0,0.5901200175285339,0.3337284326553345,0.0233670212328434,0.07349670678377151,0.42972806096076965,0.11066634207963943
euevborq_0,0,-0.2,-0.2,0,0.2868683636188507,0.1851154863834381,0.6593398451805115,0.30667829513549805,0.41303375363349915,0.0,0.33899617195129395,0.020481882616877556,0.0,0.24024704098701477,0.5453393459320068,0.5500427484512329,0.4839058220386505,0.0,0.3838445544242859,0.7074176669120789,0.024029262363910675,0.13197803497314453,0.2166787087917328,0.12189804762601852
euwmmjxq_0,0,0.0,0.0,0,0.29315030574798584,0.23653677105903625,0.17467938363552094,0.38116154074668884,0.2858172357082367,1.0,0.43022459745407104,0.011851009912788868,0.0,0.1986379623413086,0.2908622622489929,0.3603423833847046,0.5171384811401367,0.0,0.5823414325714111,0.6465359926223755,0.22512519359588623,0.10727406293153763,0.2886865735054016,0.2757222056388855
excmmiro_0,0,0.0,0.0,0,0.26912811398506165,0.16562427580356598,0.10963626205921173,0.4511669874191284,0.10864118486642838,0.0,0.2441445291042328,0.0015868956688791513,0.0,0.10208086669445038,0.32877835631370544,0.12054817378520966,0.3400043547153473,0.0,0.696429431438446,0.1483885496854782,0.09961523115634918,0.0672651007771492,0.148468017578125,0.259073406457901
fctifazl_0,0,0.0,0.1,0,0.6269916892051697,0.35390886664390564,0.1658988893032074,0.7292274832725525,0.03689362853765488,0.0,0.1200256496667862,0.01908945105969906,1.0,0.025826195254921913,0.09815405309200287,0.5504443049430847,0.3523222506046295,0.0,0.5067809224128723,0.09540221095085144,0.9626527428627014,0.8671416640281677,0.3635029196739197,0.03937780484557152
fdpqfzrl_0,0,0.0,-0.1,0,0.2759633958339691,0.2204071581363678,0.39397430419921875,0.2935211956501007,0.35625600814819336,1.0,0.3914022445678711,0.6038228273391724,1.0,0.24645940959453583,0.553777813911438,0.22984528541564941,0.40751996636390686,0.0,0.35880517959594727,0.5888527035713196,0.10300920158624649,0.1779857724905014,0.21676386892795563,0.33424851298332214
feaekqug_0,0,0.0,0.0,0,0.37267500162124634,0.2802160680294037,0.14770819246768951,0.30537110567092896,0.26015201210975647,0.0,0.3262736201286316,0.003626737277954817,0.0,0.05097741633653641,0.2639337182044983,0.08010216802358627,0.5250622630119324,0.0,0.3959493339061737,0.3264124393463135,0.02985813096165657,0.1321832835674286,0.16488343477249146,0.5021639466285706
fjepkjbd_0,0,-0.1,-0.2,0,0.50124192237854,0.3172132670879364,0.188642218708992,0.3476908504962921,0.20948079228401184,1.0,0.30562305450439453,0.09341249614953995,1.0,0.1296372264623642,0.23215672373771667,0.10391732305288315,0.4100002348423004,0.0,0.5827222466468811,0.1956699937582016,0.763289749622345,0.1344100534915924,0.359188437461853,0.36174145340919495
fkslnbca_0,0,-0.1,-0.1,0,0.37006857991218567,0.25237640738487244,0.24911603331565857,0.6279491782188416,0.09198999404907227,0.0,0.13415421545505524,0.012898907996714115,0.0,0.048621345311403275,0.298959881067276,0.4245113730430603,0.3381228744983673,0.0,0.4063551127910614,0.45463505387306213,0.05388343706727028,0.07229776680469513,0.02182348631322384,0.050686921924352646
fmvuximb_0,0,-0.1,-0.1,0,0.38564547896385193,0.16768759489059448,0.3267148733139038,0.35558074712753296,0.14702108502388,0.0,0.21486952900886536,0.017134137451648712,0.0,0.09060747921466827,0.5464817881584167,0.4043135344982147,0.4957697093486786,0.0,0.43489211797714233,0.7259827852249146,0.0020042220130562782,0.05449946969747543,0.17390143871307373,0.05419033393263817
fptmvwwa_0,0,0.0,0.0,0,0.2756054699420929,0.12814725935459137,0.2065003216266632,0.3349407911300659,0.24011968076229095,0.0,0.5190228223800659,0.00988452136516571,0.0,0.2069123089313507,0.5999652147293091,0.28837668895721436,0.5481588244438171,0.0,0.6358096599578857,0.47649452090263367,0.3797266483306885,0.14512620866298676,0.4258689880371094,0.7229644060134888
fpyfqxgu_0,0,-0.1,-0.1,0,0.3468780815601349,0.21654538810253143,0.40692687034606934,0.3543560206890106,0.3392249345779419,0.0,0.3006638288497925,0.021039634943008423,1.0,0.2784835994243622,0.43779346346855164,0.48928481340408325,0.5278751254081726,0.0,0.2845809757709503,0.5555568337440491,0.34205764532089233,0.15749436616897583,0.08910459280014038,0.16856078803539276
fsvksity_0,0,-0.1,0.0,0,0.32888510823249817,0.1779680848121643,0.20608112215995789,0.3603867292404175,0.3630257248878479,0.0,0.24804311990737915,0.04666883498430252,1.0,0.49041274189949036,0.38127097487449646,0.5646312832832336,0.4199482798576355,0.0,0.20415249466896057,0.5812580585479736,0.04631372541189194,0.11316675692796707,0.06309773027896881,0.13177216053009033
fulrkhnz_0,0,0.0,0.0,0,0.24820208549499512,0.26217561960220337,0.07925625890493393,0.2987002432346344,0.23142856359481812,1.0,0.32575738430023193,0.023076867684721947,1.0,0.10892393440008163,0.29802507162094116,0.487953245639801,0.5243387222290039,0.0,0.4300921559333801,0.5274641513824463,0.1065618023276329,0.07251962274312973,0.39021676778793335,0.31046104431152344
fuyzggmt_0,0,0.0,0.0,0,0.2538672983646393,0.32530325651168823,0.49670273065567017,0.4055784344673157,0.36202383041381836,0.0,0.288927286863327,0.0528961643576622,1.0,0.4910432696342468,0.46564802527427673,0.7121208310127258,0.4211622178554535,0.0,0.6052212119102478,0.5850836634635925,0.4086303412914276,0.12655779719352722,0.07793006300926208,0.14442980289459229
fvbjyjsx_0,0,0.0,-0.1,0,0.47036585211753845,0.5514234900474548,0.3989344537258148,0.28076010942459106,0.5305881500244141,1.0,0.6735479235649109,0.2773875296115875,0.0,0.30388185381889343,0.4101535379886627,0.08674594759941101,0.4888235926628113,1.0,0.6757699251174927,0.36745479702949524,0.4394429326057434,0.1535235494375229,0.3762515187263489,0.6587402820587158
fvjbzbod_0,0,0.0,0.0,0,0.19129487872123718,0.13588421046733856,0.13630621135234833,0.30936452746391296,0.3246801495552063,0.0,0.21021871268749237,0.06862981617450714,0.0,0.05243779718875885,0.4809233248233795,0.34692317247390747,0.5542958378791809,0.0,0.36590495705604553,0.6241692304611206,0.003912496380507946,0.031524453312158585,0.2087147831916809,0.1742781102657318
fvymrjpt_0,0,-0.1,0.1,0,0.20344966650009155,0.11269799619913101,0.39910024404525757,0.37157949805259705,0.1646040976047516,0.0,0.2878401279449463,0.23031124472618103,1.0,0.10524619370698929,0.5031309127807617,0.5409642457962036,0.46860507130622864,0.0,0.32001805305480957,0.6999340057373047,0.015420343726873398,0.1606990545988083,0.06054101139307022,0.15381349623203278
gahdlbzb_0,0,0.0,0.0,0,0.4504578411579132,0.2678509056568146,0.5998228788375854,0.27524903416633606,0.216483473777771,1.0,0.41766464710235596,0.11685483157634735,1.0,0.20942142605781555,0.29599255323410034,0.39289534091949463,0.32135316729545593,0.0,0.3990311920642853,0.49593254923820496,0.20697146654129028,0.09487411379814148,0.45001018047332764,0.21569903194904327
